,TweetID,Username,Text,CreateDate,Biased,Keyword
454,1278060201065791490,freespeechlover,"ethnic cleansing crybabies
house dems threaten to withhold aid to israel if annexation plans advance aipac melts down 
httpstcoqzvvugy4nm",20200630 2017510000,0,israel
455,1263276020196675584,halbyman51,rt reuters iran will support any nation or group that fights israel supreme leader httpstconxxab06bcr httpstcovqvxhe7kuc,20200521 0110480000,0,israel
456,1262201256212381696,maskyjayhoody,chinas envoy to israel found dead at home likely of natural causes official httpstcoc0pnrwmmg8 httpstcopuw538ymkv,20200518 0200040000,0,israel
457,1287177384001601536,samslamdunkiam,let me explain it to you in words youll understand jews are indigenous to the levant which israel is a part of all diaspora jews are descended from ancient israelites including the ashkenazis you morons call the white jews httpstcoauzmmcgkmy,20200726 0006170000,0,israel
458,1293927203605041153,clintonsoffer,big breaking news the united arab emirates and israel to sign a peace deal  it will lead to a full normalization of diplomatic relations between the two middle eastern nations in an agreement brokered by the us  ,20200813 1507400000,0,israel
459,1296836075923615745,shwarmaonthesp1,"zealouslyquoted in order

vietnam
china
italy
israel
spain",20200821 1546290000,0,israel
460,1289218157035446273,anitasl83,happy birthday nephew of my heart may god always take care of you a hug from here to israel  jonnyjonny httpstcoyazlrisohz,20200731 1515350000,0,israel
461,1279792781230329858,dezzydreamutau,urstrulyaurora notvalentina38 glambymykaila witchbitxch dont bother with him anymore hes pro israel and 14 years old and obviously hates women unless he can get sex from them,20200705 1502310000,0,israel
462,1263570553459392527,battersby1888,verdigg im ex royal navy i urge all men to fight for iran if the war happens israel is and has been concocting a way to war with iran then ask big stupid brother usa to waste their youth for these snakes sorry snakes tics,20200521 2041100000,1,israel
463,1263546005808611330,asifsumerian,"across all parts of the occupied palestinian territories israel operates a regime of systematic racial discrimination which facilitates the continued ethnic cleansing of the indigenous palestinian population palestinewillbefree 
 httpstcoqyopnxrua7",20200521 1903370000,1,israel
464,1291832964570066945,levyloiseau,seeking to destroy a hezbollah arms d�p�t in beirut israel accidentally detonated a massive explosives warehouse next door httpstcow3tc66iqma,20200807 2025540000,1,israel
465,1295051146646757376,cr100064,"when david ignatius of the washington post writes �
trump is right the israeluae agreement is a huge achievement�he sets the stage for the nobel peace prize to be awarded to a president who has actually  achieved something",20200816 1733480000,0,israel
466,1291463004282851329,guiseppeaquili2,2cleverusername deepstateexpose didnt q say in one the very earliest posts that israel was being saved for last,20200806 1955490000,0,israel
467,1260643706446573570,kangasperry,"coronavirus outbreaks die out within 70 days  regardless of lockdown measures
prof isaac benisrael has suggested that all efforts to curb the spread of covid19 will lead to the same results because the killer bug is selflimiting
endlockdownnow
httpstco9yppim2wuq",20200513 1850550000,0,israel
468,1296516771537653760,coatwright,"you spent the obama years slamming him as antiisrael amp accusing him of being disloyal to israel

you said he was the absolute worst amp that you �do not think that this man is a good person� and that he was neither honest nor decent you duplicitous trumpenabling hack",20200820 1837410000,0,israel
469,1293958222597029888,btcyn,rt lahavharkov breaking israel and uae announce normalization of ties brokered by the trump administration,20200813 1710550000,0,israel
470,1296480717707382784,brendevit,it�s insane how the news of israel bombing gaza barely makes it to the newspapers it�s so normalized and palestinian lives are so dehumanized by the west that they don�t even believe it�s relevant news,20200820 1614250000,0,israel
471,1271030274944634880,markthehutch,karimnk96 israel is becoming the new nazi state of the worldvery worrying and i can�t get my head around it,20200611 1043260000,1,israel
472,1265229643549990912,ibrahimapatel,the beauty of bds is its powerful simplicity israel must abide by intl law withdraw its occupation amp dismantle its apartheid � its pivotal httpstcok4s4jowqq0,20200526 1033480000,1,israel
473,1288604113434009606,cookiesaurusr3x,israel is currently spending 45 million to develop a joke revolving around seth rogen saying this because hes high it will be tweeted 2 days from now on the official israeli ambassador account and it will get 43 retweets,20200729 2235360000,0,israel
474,1277289534611427330,malakalshaer4,hananyanaftali israel is the basis of violence and terrorism in the world,20200628 1715300000,1,israel
475,1297527938351603719,article1c,for gaza let�s escalate bds campaigns to hold israel accountable httpstco1bymakae8p via bdsmovement,20200823 1335420000,0,israel
476,1296418614724239360,miatyler,it�s insane how the news of israel bombing gaza barely makes it to the newspapers it�s so normalized and palestinian lives are so dehumanized by the west that they don�t even believe it�s relevant news,20200820 1207380000,0,israel
477,1287091809311764482,maracasflute,musiekmambu darrenaltman wileyceo the bit where he conflated israel with all jews  was that truth,20200725 1826150000,0,israel
478,1269265328590057472,ingoldisrael,"today in 1967 five arab nations invaded israel with the hopes of exterminating the jewish state 

are you upset about israels presence in the west bank

ask yourself which country had illegally annexed the territory and then used it to launch a war against israel

jordan httpstcosdmgpwdvco",20200606 1350100000,0,israel
479,1294350625829007361,lilbee67569241,"it looks like bidens plagerism is rearing it�s ugly head again what a joke
more lies joe biden praises israeluae peace deal and takes credit for the deal he had nothing to do with and cant remember httpstcokljqnwkcvd via gatewaypundit",20200814 1910110000,0,israel
480,1294748884959236096,zahirabbasr,rt richimedhurst the united states treats israel more like a state than it does puerto rico,20200815 2132440000,0,israel
481,1259941839198707712,christinejameis,as a settler colony israel has criminalized palestinian life you can go to jail 4 crossing the wrong street driving on the wrong road having a political thought living w ur fam farming on your land doing nothing at all under administrative detention your crime is to exist,20200511 2021570000,1,israel
482,1266013351320190976,hermit82857782,rt ruthanasia israel kills 10000th palestinian since 2000 us media largely ignore it httpstco6fg18qttol,20200528 1427590000,0,israel
483,1290970726380580865,godlessbutsunny,"even israel was comment of former swedish fm carlbildt about the jewish states offer of humanitarian aid to lebanon after devastating beirut blast

this ignorance only underscores bildts longtime hostility against the jewish state",20200805 1119400000,0,israel
484,1277535117410353156,santoshhpm,coming to india france to deliver additional rafale jets next month upto 8 rafales nearing certification israel to supply an air defence system soon additional excalibur rounds from the us amp russia will make early deliveries of ammo atgms manpads worth 1 billion report,20200629 0931220000,0,israel
485,1294915412254240769,scorpion0343793,"johnashik as our founder quaideazam muhammad ali jinnah said
israel is an illegal child of the west",20200816 0834270000,1,israel
486,1281614394720497665,mollyradlauer,malexnm michaelvlamis me too i dont think theyre ever coming to israel ,20200710 1540570000,0,israel
487,1257010151552356356,rosalbauteri,israel i was told is mostly zionists,20200503 1812280000,0,israel
488,1294043065800417281,sharonzeggert,"for those who don�t understand why it�s a huge deal realdonaldtrump got the uae amp israel to agree to peace

� uae didn�t acknowledge israel existed
� the uae didn�t allow israeli citizens or suspected israelis to enter the uae
� they had no direct flights
� no trade",20200813 2248030000,0,israel
489,1293973177370988544,jeezme,israel uae reach historic peace deal �we can make a wonderful future�  the jerusalem post httpstcovzjksbao4n,20200813 1810210000,0,israel
490,1265784818400464897,searchtruepeac1,zionist extremist fascist racist apartheid israel settlers amp state sponsored terrorism organization idf israel occupied force are committing all evil things to destroy humanity in middle east regions syria iraq libya yemen somalia sudan palestine jordan,20200527 2319520000,1,israel
491,1257774969456594949,thunderb,in the past two days the israel institute for biological research iibr has completed a groundbreaking scientific development determining an antibody that neutralizes the corona virus sarscov2 13,20200505 2051350000,0,israel
492,1294132372602929152,realamkypaul,davidclarke76 maxnordau rashidatlaib if united arab emirates and other arab nations stop israel to continue their process on arab bank and recognise the status quo of israel and palestine that would be a succeed egypt and jordan also recognise israel,20200814 0442560000,0,israel
493,1290784591360532481,mastrangermaa,"if we develop the desired stategic vision n unity amongst all israel can be taken care of come on islamic world gird up your loins n do it

explorepage foryou breakingnews update instadaily viral trading news today israel beirut lebanon pakistan  turkey httpstcog5ya1uz7gt",20200804 2300020000,1,israel
494,1278855814229274625,joefreedomlove,watch black lives matter protesters shout �israel we know you you murder children too�  the daily wire httpstcomz2ormaq9m,20200703 0059200000,0,israel
495,1283448395261046784,loulan777,israel plans to plant trees over the negev ethnicallycleansing the area by denying palestinian bedouins from accessing their own lands bds httpstcoqdmn8wrbna,20200715 1708370000,0,israel
496,1300193250955804672,prakashbhutoria,inside info  indian diplomacy is working very hard with us israel  arab  to establish good relation btw israel and arab world no wonder if india could be consider as oic member in future,20200830 2206420000,0,israel
497,1295608752088002561,seifeddine1004,"israel has been bombing gaza for 8 consecutive nights now

2 million people live on the gaza strip

half of them are children 

and nobody is talking about this are you kidding me

my heart man it cant  httpstcojub0f1bov5",20200818 0629320000,0,israel
498,1286957308447260673,misstfied66,"sharon96727956 jgreenblattadl ilhanmn rashidatlaib nope  criricism of israel is not antisemitic

defining jewish identity in accordance with support for the genocidal is war criminal colony of israel is antisemitic though httpstcofaavc0ohpi",20200725 0931470000,1,israel
499,1259151283753287681,cathrinesam3,"sebastiankurz israel is a brutal occupation
freepalestine",20200509 1600340000,0,israel
500,1258562296504299520,july26th1956,i played these clowns and got them right where i wanted when they tried to set me up with the 10000 in israel i gave it right to my lawyer that money has tracks and they lead directly to the special counsel,20200508 0100090000,0,israel
501,1263468374174113797,forhumanitynet,"israel wants to extend every antizionism motion to an antijewish thing its not rightno one has any problem with jewsits about zionistthey are the problem itself
palestine
qudsday httpstcoju0imcebvh",20200521 1355090000,0,israel
502,1293992625125699587,kadedawg1023,israeluae peace deal is truly historic and a tremendous diplomatic achievement� the president deserves enormous credit� more on radio this evening,20200813 1927370000,0,israel
503,1270688887535534080,yahudahyah24,told yall israel is dark,20200610 1206530000,1,israel
504,1294102659159535617,tazymano,"uae accepted israel 
shameonuae
saddest news for all muslim ummah ",20200814 0244510000,0,israel
505,1300505275279998976,annemar57058649,"history made 

bts jared and nsa o�brien on the 1st commercial flight ever between israel and the united arab  emirates  httpstcokdahhtsrcs",20200831 1846340000,0,israel
506,1270228667545894913,billyke40031151,"antisemitic activists go into overdrive to blame israel for george floyd�s death geller report news

american jews  in part are being attacked during these violent riots it�s frightening the democrat party seek the votes of these antisemitic thugs httpstcobddq4l2yc5",20200609 0538080000,0,israel
507,1289978061299961856,gigihaydenx,looool people defending israel folau are clearly not rugby fans who have heard the shit he�s done previously,20200802 1735110000,0,israel
508,1278764511974035462,demis36roman,rt yunardi99 nastitidewi06 israel is not human ,20200702 1856320000,1,israel
509,1257346944944529409,dessiembyrne,"support for holding israel to account for violating international law continues to grow

127 uk parliamentarians have written to boris johnson urging him to impose economic sanctions against israel if its new government annexes parts of the west bank httpstcochngh1djpq",20200504 1630460000,0,israel
510,1293955551269986306,ameeer307,"fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae
fuck israel and uae",20200813 1700180000,0,israel
511,1259314068042600449,vahid40951467,ilhanmn aoc ilhan omar a fake a fake muslim that is siding with israel at work muslims are ashamed for having you as muslim,20200510 0247250000,0,israel
512,1264556874353061896,elderofziyon,what if israel extending sovereignty over a fraction of judea and samaria leaving the trump plan available for palestinians to accept is the best possible chance for peace and not the death knell the experts keep confidently predicting,20200524 1400270000,0,israel
513,1262306711911759873,ynkutner,"hamekorjosh cynthiamckinney more reading
cynthia mckinneys antiisrael campaign
httpstcofaadtq6oxc

excongresswoman claims israel behind european massacres
httpstcobwzoroh6ad",20200518 0859070000,0,israel
514,1275748543068864514,swilkinsonbc,email your mp to stop israel evicting a palestinian family of 18 from their own home of 50 years endethniccleansing sumarinsmuststay httpstco07aqjg59jr,20200624 1112090000,0,israel
515,1279507473762848776,redconstructora,"happy independence day america 

the state of israel sends our heartfelt appreciation to realdonaldtrump and the people of the us as you celebrate the shared values of life liberty and the pursuit of happiness thanks for being such a close friend and ally  httpstcockjuq5gzdn",20200704 2008480000,0,israel
516,1294646348508090368,trfindley,rt fairyq15 david friedman oval office burst into applause after israeluae peace deal phone call httpstcoamclscktni,20200815 1445170000,0,israel
517,1297949742056448000,realdeedee,trump loves israel amp the jewish people,20200824 1731470000,0,israel
518,1294132104167489536,robertctaylor99,"what president realdonaldtrump did today was unbelievable

he brokered a peace deal between israel amp the united arab emirates 

president donald j trump deserves the nobel peace prize

raise your hand if you agree ",20200814 0441520000,0,israel
519,1273150503170519041,genghis72470934,i will say this until the day i die i hate israelis and anyone who supports them fuck israel ,20200617 0708280000,0,israel
520,1288838940569620483,ostrova,"twitter may have been only social media giant absent in the big tech hearing in us but their comments in israel on allowing khameneis calls for genocide not helping their cause either lots to answer for cc cotlerwunsh

justicetristan in fdrlst httpstcoftaavqmlkr",20200730 1408430000,0,israel
521,1272288982240542720,dmachover,more than 400 jewish and israel studies academics have signed a statement denouncing potential israeli annexation of parts of the west bank as apartheid and saying it would be a crime against humanity� httpstcopw695ry9np,20200614 2205060000,0,israel
522,1262060093543071750,vijaygowda2016,mazel tov my friend netanyahu for forming your fifth government in israel i wish you and gantzbe success and look forward to continue working closely with your government to further strengthen indiaisrael strategic partnership,20200517 1639080000,0,israel
523,1293379765303414786,escargotpro,there will be some other crisis going on at the time where like water raises 3 meters and we lose most of the coast but all the mailers will be like are they a friend of israel and why dont they support destroying all public housing for the grubhub corp headquarters,20200812 0252200000,0,israel
524,1290317149408559108,dallasstexxas,megmarie422 i believe this particular footage was from israel about a week ago effective crowdriot control  time honored mother approved ,20200803 1602360000,0,israel
525,1293654816305152001,riveraiopez,"jacob ben israel 

unholylobos 
zeglerswylie 
perezhilton",20200812 2105170000,0,israel
526,1294334121154617346,rafacunhaatm,president trump reacts to joe biden trying to take credit for the israeluae peace deal biden doesnt even know the name of the countries im talking about httpstcoz3jdbgolrd,20200814 1804360000,0,israel
527,1294067747622707205,asimplepatriot,breaking not content forging a full normalization deal between israel and an arab state the trump admin today confirmed it used sanctions leverage to convince the owners of 4 ships transporting iranian oil to venezuela to hand over their oil to us httpstcozly3qdg4kx,20200814 0026080000,0,israel
528,1276484662165151747,christan7777,the soreq caves outside of jerusalem  just magnificent israel trip 2019 travelpics httpstcoqv2vyologd,20200626 1157140000,0,israel
529,1290965503654203392,yam9326,rt thehussein1001 the pakistani passport continues to be the biggest troll to israel httpstcoakc0jx4bt0,20200805 1058550000,0,israel
530,1258879475997184008,48hours,what does a serial killer leave behind fbi evidence is made public for the first time to help identify israel keyes� victims httpstcoqmhqzjnlso httpstcoynhmmi8x93,20200508 2200300000,0,israel
531,1294866839709900800,lahavharkov,"omrinahmias talks to aviberkow45 the white houses man behind the scenes working on normalization between
israel and arab countries httpstcoybnuawjgeh",20200816 0521260000,0,israel
532,1286593013028921344,nevervotedtory1,"since becoming leader to deal with antisemitismstarmer 
met with the bod
met with lfi
promise to go to israel asap with lfi
settled with ware and co

since becoming leaderto deal with anti black and asian racism starmer
scheduled a 20min elearning course
",20200724 0924120000,0,israel
533,1296815303616233473,thehighdriver,"rt dailynation israel bombs gaza as rocket fire intensifies
httpstcounk7g0dfio",20200821 1423560000,0,israel
534,1257533659843686400,darint80,breaking joint statement by the israeli ministery of defense and the israel institute for biological research a significant breakthrough has been achieved in finding an antidote to the corona virus that attacks the virus and can neutralize it in the sick body,20200505 0452430000,0,israel
535,1297780776642195458,justinjwilliam2,pressure on netanyahu mounts at home and abroad as israel bombs gaza again httpstcos3iay3gjzc,20200824 0620230000,0,israel
536,1276930157035601920,sdavis0129,samidav15253314 kennysulli606 chuckcallesto should have been done years ago like mexico and israel can�t understand why we are so far behind realdonaldtrump,20200627 1727280000,0,israel
537,1271966990970703873,snh95895030,naguibsawiris ethiopia is being directed by israel and the usa this is what peace with israel with the help of america brought to egypt  nothing but unending wars is in the future thanks to the stupidity of sadat and his supporters,20200614 0045370000,0,israel
538,1258474383900893189,roro1a2s3,"we are urging you to pressure israel to endgazablockade amid the covid19 pandemic

senatemajldr

randpaul

senbillcassidy

senjohnkennedy

senmarkey

senwarren

senatorcardin

httpstco5unirjlbl1",20200507 1910490000,0,israel
539,1272570996726231040,jwrnxixuadbazlu," china takes the floor at un human rights council to welcome release of antiisrael blacklist of companies doing business over the green line

so far no apology for wuhan coronavirus outbreak or their arrest silencing amp disappearance of those who tried to sound the alarm httpstcowfjcjwhnio",20200615 1645430000,0,israel
540,1293936908800872448,houseg0ld,rt realdonaldtrump huge breakthrough today historic peace agreement between our two great friends israel and the united arab emirates,20200813 1546130000,0,israel
541,1276325685246607360,paraghdc,"israel to annex parts of jordan and west bank on july 1st against the will of entire muslim world on july 1st 2020

india is and will always be with israel 

inbarcohen13",20200626 0125310000,0,israel
542,1276163765810102273,riddledblues2,rebecca long bailey purged stance against human rights abuses in israel and india have been abandoned by starmer britain needs a new socialist party,20200625 1442060000,0,israel
543,1263216936692809728,haaretzcom,after releasing final solution cartoon iran says will back any entity that fights israel httpstcodmwnir6e0d,20200520 2116010000,0,israel
544,1271119432446812162,nisoc6655,"in april the uk supreme court backed the right to boycott israel its racism and oppression of palestine now the bds campaign has won again this time in the european court the dishonest witchhunt that crippled the labour party is falling apart

httpstco9iujylzcwy",20200611 1637430000,0,israel
545,1295920744140910592,davidpies1,just for the record realdonaldtrump is bringing peace to the middle east now sudan wants to make peace with israel what did joe do hid in his basement had a nice lunch,20200819 0309170000,0,israel
546,1273222219666161664,mountainknt,"

praise be to you lord the god of our father israel from everlasting to everlasting yours lord is the greatness and the power and the glory and the majesty and the splendor for everything in heaven and earth is yours httpstcoqgrww3mdb1",20200617 1153270000,0,israel
547,1258324561696874497,chris5anne,"after keeping a lid on the coronavirus australia austria israel czechia denmark greece new zealand band together to revive trade and tourism among them keep�ing bor�ders closed to coun�tries where the virus is still spread�ing rapidly
by bopanc 
httpstco7bwuqn2ubr",20200507 0915280000,0,israel
548,1265794258491113472,anacondavirtue,"rt flagsmashupbot us virgin islands  

israel 

us virgin israel httpstcoqgqrfa9ipv",20200527 2357230000,0,israel
549,1265561177662390278,shelbyratifyera,"join biden for president for a fireside chat with secretary madeleine  and former new york congressman steve israel in celebration of jewish american heritage month 

sign up here  httpstcoxtiaynyb37

votejoe 4 the soulofamerica 

demcastfl
demcast httpstcopawybzeltd",20200527 0831120000,0,israel
550,1256739215456567297,onnyponny,rt joannaccherry pleased to be a signatory to this crossparty letter israel like other countries should observe the ruleoflaw,20200503 0015520000,0,israel
551,1265521130451984391,nareshshenoy1,"rt yessirtns robot from israel

worth watching

its just amazing 


israel httpstconzn1c2imqh",20200527 0552040000,0,israel
552,1262921923220176899,becuriousall,"so let me get this straight bhikari pakistan is threatening to boycottuae because uae is supporting israel  amp russia  against turkey 

this is like imran khan threatening to boycott begging from rich countries ",20200520 0143450000,0,israel
553,1281651888853708801,deadpanmartin,"anasinqilabi how will the muslim world feel if israel converted al aqsa mosque into a synagogue 

or if crusaders ever converted the kaaba into a church

hagia sophia was is and will forever remain a historic orthodox byzantine church no matter what evil erdogan�s regime do with it",20200710 1809560000,0,israel
554,1294576065784844288,jaysing44184606,president of the state of israel reuven rivlin sends best wishes to the people of india on their 74th independence day  httpstcou5xh2olofk,20200815 1006000000,0,israel
555,1299191505878421504,happymanor,"kach022 akitay polychromaticx uspoliticspoll and he brought troops home from syria

and facilitated formal relations between israel and uae strengthening the coalition against iran 

both without starting any wars",20200828 0346070000,0,israel
556,1258066081437978626,tontolao1,i read israeli newspapers reporting us intel briefed israel on covid19 in november 2019,20200506 1608220000,0,israel
557,1294351782957797377,psw66,rt nycdsa nycdsa statement on nyc council members participating in statesponsored trips to israel httpstco0rq9gatrgi,20200814 1914470000,0,israel
558,1257360297632894976,cfoi,israel team designs coronavirus mask for hearing impaired httpstcodwzk2b4y5v,20200504 1723500000,0,israel
559,1263487806132776960,paulaannev,rt lagoazul38 israel tower of david httpstcozrv68qdic0,20200521 1512220000,0,israel
560,1276798070852710405,realnewsmag,israel responds to gaza rockets with strikes on hamas targets  realnews magazine  httpstcoqrbc838yox httpstcotzhcy4dri0,20200627 0842360000,0,israel
561,1288369753346707456,louismoreira,israel is ridiculous antiquated and based on lies about other peoples land seth rogen  says but hes afraid to tell other jews httpstcop1qkt5shx8,20200729 0704200000,0,israel
562,1294087926851100672,mcmurraysandra,"what president realdonaldtrump did today was unbelievable

he brokered a peace deal between israel amp the united arab emirates 

president donald j trump deserves the nobel peace prize

raise your hand if you agree ",20200814 0146190000,0,israel
563,1256296203836407808,vlrglnl4,nope america and israel are safer outside the iran deal which was a failed effort to appease terrorists but thanks for clarifying you want the arms embargo lifted this october httpstcody9uc2dgws,20200501 1855300000,0,israel
564,1300337669206093824,seantabatabai,israel and uae set for historic direct flight following peace deal httpstcottzxq8noke,20200831 0740340000,0,israel
565,1295968924970844160,gagoh10,"the ukthi in the video is basically indonesia in a nutshell when it comes to israeljews

she�s saying that muslims will slaughter jews amp annihilate israel

antisemitism is sanctioned here if you�re not an antisemite people would basically call you �israel�syahood�s biatch�",20200819 0620440000,0,israel
566,1281173019742871553,bistos,jewishchron israel is a vile apartheid state,20200709 1027050000,1,israel
567,1294699323415035906,wlocke18,"bill maher pete buttigieg andrew yang all praise the trump administrations historic israeluae deal

theres no question that its good news

a big deal httpstcotmfwpi6n8k",20200815 1815470000,0,israel
568,1275166404791218176,tabrizresist1,rommel1917 natureandrace you literally support the selfproclaimed king of israel httpstcokvms87a07k,20200622 2038570000,0,israel
569,1289938465396727808,ishanc,it�s the holy quran that first acknowledged jewish land not modern muslim countries and their leaders israel today is just a fraction of what god has given the jews and their neighbors should be silent and grateful that jews aren�t asking for all of what god had given them httpstco7yrhvwkgrv,20200802 1457500000,0,israel
570,1287140390689296385,lm7895,chartlittlemix littlemix i dont understand yall commenting palestine since israel has been changed to palestine i think as much as i know and i know i live in israel so dont fucking tell me palestine palestine i can say things that dont exist too like your education,20200725 2139170000,0,israel
571,1268694019896418304,standwithus,jerusalem the eternal capital of israel httpstcobka3hpxx6z,20200605 0000000000,0,israel
572,1294328101917405184,doreen23597,jackposobiec whats peace are you talking about israel is the last one talk and deal with it about peace what a shame israel took palestinians lands forcibly and robbed their freedom and rightstheir ways are killing destroying arresting and violence no agreements with israel  httpstcowrsy4jygfu,20200814 1740410000,0,israel
573,1268538561403420678,shrand1,"in the us jewish stores have been looted and synagogues have been vandalised israel has even been blamed for the violence and racism of some us police 

these are the acts of antijewish racists no ifs no excuses

if you dont call this out  youre not fighting racism",20200604 1342160000,0,israel
574,1294255751012257795,francis98022558,"what president realdonaldtrump did today was unbelievable

he brokered a peace deal between israel amp the united arab emirates 

president donald j trump deserves the nobel peace prize

raise your hand if you agree ",20200814 1253110000,0,israel
575,1297604360843571200,byronbwarming,"1 israeli war crimes a thread

six years ago israel halted its 7week aerial bombardment and ground invasion of the gaza strip

2200 palestinians were killed
70 of them were civilians
25 of them were children
1000 kids were left permanently disabled

stoparmingisrael httpstcozvbxw7ctcx",20200823 1839220000,0,israel
576,1287750661057069056,anikets02638321,"kargilwar 1999 
israel aided india with mortar and ammunition and became one of the few countries that helped india directly

israel even provided india with laserguided missiles for its fighter jets and surveillance drones

may god bless israel  and india  httpstcoji1gf2etcp",20200727 1404170000,0,israel
577,1274035341091942401,davidjames818,respeakuk themendozawoman liberals love israel what planet do you live on liberals have turned israel into a political football,20200619 1744300000,0,israel
578,1272635999638740996,martinlangan3,far left lawyer who torched nypd vehicle during riots was intern for sorosfunded antiisrael group httpstco5ss03et0ea via gatewaypundit,20200615 2104010000,1,israel
579,1283660532654972933,lormingo,i�m just here to say fuck israel,20200716 0711340000,0,israel
580,1295000717665673217,ntarnopolsky, emirati government spokeswoman stopping annexation was extremely important meanwhile at this minute  netanyahu is on glzradio saying that it is an invention of the leftwing media that the israeluae deal killed annexation httpstco69qfsakllg,20200816 1413250000,0,israel
581,1273371989663600643,wearynomad1,israel demolishes several palestinian buildings in abu dis partbuilt homes stores amp the fence around alquds university playing fields httpstcogz4hka4uur,20200617 2148350000,0,israel
582,1290362171550048256,elnetworkeu,"in a historic first the air forces of germany and israel together will honor holocaust victims of the dachau concentration camp and the israeli athletes killed in the 1972 munich terrorist attack
httpstcosg1b92lq7a",20200803 1901300000,0,israel
583,1294165662789599232,dralanood323,realdonaldtrump history will remind you evil arrogant and ostentatious it is the worst government for the usa throughout the ages seeking to disperse the arabs especially the arab httpstcobgax36cbi4 israel is controlling us in the hands of the uae,20200814 0655130000,1,israel
584,1256733094679175169,marytke,"sujeeeen lets see he is a christian who believes israel should continue oppressing palestinians but he agrees with his mate who thinks the nazis killing jews was cool 
wonder if there is one word for all that shit",20200502 2351330000,0,israel
585,1295819985655402496,alahind,"people can call me what they like 

israel should be a pariah state the fact that it isn�t speaks volumes for the rest of the world",20200818 2028540000,0,israel
586,1269364395966160896,ofiradan,srbachchan we love you youre biggest fans from israel ,20200606 2023500000,0,israel
587,1261728016750821379,hananta68669761,"america is the first supporter of israel because of its interests but you will surely regret our actions
act4palestine 
israelicrimes",20200516 1839350000,0,israel
588,1295830257472278529,leonard3tina,"israel has been bombing gaza for seven consecutive nights 

the few news sources that are even reporting it are just reproducing idf press releases almost word for word",20200818 2109430000,0,israel
589,1263724927309488130,panayotakl,as greece and israel celebrate 30 years of full diplomatic relations pm netanyahu and i reaffirmed the strategic partnership between our two countries our relationship is going from strength to strength expanding further in areas such as energy defense tourism amp technology httpstcozcpoumobkd,20200522 0654360000,0,israel
590,1293836686783389696,theehumblesir,"lets appreciate a true legend today israel makoe

comment with any of his favourite lines and follow everyone who likes it  httpstcof0zdatsxyj",20200813 0907590000,0,israel
591,1298402312868724736,jdforward,this speech taped during pompeo�s official state department travel to israel is a violation of the hatch act which prohibits executive branch appointees from engaging in political activity while serving in their official capacity httpstcojtkgtlmyee,20200825 2330090000,0,israel
592,1293026116958027783,hanscomb1993,"hananyanaftali god bless the brave sons amp daughters of israel
love amp prayers from the uae amp kerala india",20200811 0327040000,0,israel
593,1265048230229798912,margare40992737,rt marklevinshow israel salutes our armed forces on memorial day,20200525 2232560000,0,israel
594,1287720335807324162,secondgunn74,bucktheherd speakerpelosi why should i have to get pay taxes that go to israeli don�t even live there but i do,20200727 1203470000,0,israel
595,1276266489365086208,saddlerpaul,it would seem that keirstarmer is an antisemite as he has just conflated the actions of the israel secret services with the jewish people shameful httpstcoki7wy3cixe,20200625 2130170000,0,israel
596,1275174881878052864,yigalpalmor,roger waters notorious for antiisrael obsession and teaming up with antisemites around the world has done it again this time on a hamas affiliated news network waters spreads antisemitic tropes and falsely accuses israelis of training us police to murder blacks in america httpstcotxtr91qpd6,20200622 2112380000,0,israel
597,1280926386706944000,triciana7,these young palestinians lost their limbs in the relentless bombardment of gaza by israel not simply as a result of war httpstco1nyrwrfska,20200708 1807030000,0,israel
598,1300363208763551745,fazalra31478659,israel plan over saudi arabia air space httpstcofqy0fzggc5,20200831 0922030000,0,israel
599,1259104153198047238,andaihera,mougendi anointing oil from israel for what i also see there is a benchmarking trip to rome benchmarking for what exactly ,20200509 1253170000,0,israel
600,1290813355163291648,dyshor,one silver lining of the beirutexplosion if i�m allowed to look for one is that starting a war with israel is off the table now � even for lunatic nasrallah,20200805 0054200000,0,israel
601,1282394041624256513,docpinkmd,dear secretary betsy devos you should look at the data from israel before you push schools to physically reopen without following cdcgov guidelines also betsydevosed it is a scientific fact that children can get covid19 and transmit the virus,20200712 1918590000,0,israel
602,1259678593338277898,antiyami,"rt marklevinshow democrats increasing their hostility toward israel
httpstcoqebnt5l7e1",20200511 0255550000,0,israel
603,1277319856086532098,gothprincefkg,israel is planning to annex the west bank on july 1st which means taking all the lands of palestine which means that palestine will be wiped off the maps completely do something about it please raise awareness and sign petitions,20200628 1915590000,0,israel
604,1260696713234468870,bachirt2,"israel and india are using the covid19 pandemic to expand settler colonial projects in palestine and kashmir

my latest for trtworld

httpstcotow9x6qsq8",20200513 2221330000,0,israel
605,1290911969655095296,alexgee82869165,rt wisermann americans who reflexively say they support israel need to see this httpstco8xw4szaqlc,20200805 0726120000,0,israel
606,1290464353095946242,monalove1984,"rt richimedhurst breaking israel conducts illegal airstrikes in gaza syria  

httpstcodpt12yq4oh httpstco4as8bz0lze",20200804 0147320000,0,israel
